position,score
1013,31.579729
1014,21.570568
1015,26.072174
1016,26.611012
1017,20.575695
1018,14.839229
1019,17.028784
1020,66.974556
1021,38.369965
1022,36.664917
1023,39.050343
1024,33.245209
1025,35.489624
1026,24.170433
1027,38.725994
1028,43.129345
1029,22.208971
1030,61.807461
1031,46.499783
1032,34.371296
1033,29.727152
1034,19.480286
1035,27.357077
1036,55.103432
1037,33.765591
1038,29.386003
1039,25.854734
1040,31.013187
1041,31.804512
1042,40.846329
1043,27.446461
1044,30.095758
1045,21.720160
1046,21.220610
1047,30.260448
1048,28.908539
1049,20.999365
1050,22.988092
1051,23.684610
1052,19.029373
1053,26.498377
1054,20.754049
1055,25.018221
1056,32.040131
1057,17.470947
1058,19.241354
1059,22.190290
1060,24.730801
1061,23.694452
1062,18.232424
1063,10.959463
1064,18.058855
1065,13.006458
1066,13.760390
1067,19.845589
1068,19.238754
1069,17.685204
1070,12.749386
1071,11.734592
1072,8.526253
1073,6.166470
